id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built
3668000070,212000.0,3,1.75,1060,7875,1.0,0.0,4,7,1986
9545240070,660500.0,4,2.25,2010,9603,1.0,0.0,3,8,1986
1243100136,784000.0,3,3.5,3950,111078,1.5,0.0,3,9,1989
8929000270,453246.0,3,2.5,2010,2287,2.0,0.0,3,8,2014
2767602356,675000.0,4,3.5,2140,2278,3.0,0.0,3,9,2005
3655000070,220000.0,4,1.75,2020,7840,1.0,0.0,3,7,1968
3992700335,382500.0,2,1.0,1190,4440,1.0,0.0,3,6,1981
4232901525,665000.0,2,1.0,1110,3200,1.0,0.0,3,7,1925
1432900240,205000.0,3,1.0,1610,8579,1.0,0.0,4,7,1962
6071600370,500000.0,4,2.25,2030,8517,1.0,0.0,4,8,1961
809001525,890000.0,4,1.0,2550,4000,2.0,0.0,3,8,1905
3224079105,430000.0,2,2.5,2420,60984,2.0,0.0,3,7,2007
8075400570,258000.0,5,2.0,2260,12500,1.0,0.0,4,8,1960
1994200024,511000.0,3,1.0,1430,3455,1.0,0.0,3,7,1947
3362900810,532170.0,3,2.0,1360,3090,2.0,0.0,3,8,1990
1324300398,560000.0,3,1.0,1110,5000,1.5,0.0,3,7,1947
7920100045,350000.0,1,1.0,700,5100,1.0,0.0,3,7,1942
8960000030,215000.0,3,1.0,1180,7669,1.0,0.0,4,7,1967
6388930390,650000.0,5,3.5,3960,25245,2.0,0.0,3,9,1996
8731900200,320000.0,4,2.75,2640,7500,1.0,0.0,3,8,1967
8029200135,247000.0,3,2.0,1270,7198,1.5,0.0,3,7,1916
1081200350,320000.0,4,1.75,1760,11180,1.0,0.0,4,8,1968
84000105,255000.0,5,2.25,2060,8632,1.0,0.0,3,7,1962
3756500060,438000.0,3,1.75,1780,9660,1.0,0.0,3,7,1962
7215720160,900000.0,3,2.5,3400,16603,2.0,0.0,3,10,2000
3574800520,441000.0,3,2.75,1910,7280,1.0,0.0,3,7,1979
2617300160,420000.0,3,2.0,2020,38332,1.0,0.0,4,7,1975
2558660270,370000.0,3,1.75,1580,7000,1.0,0.0,3,7,1976
2009000370,269950.0,2,1.75,1340,7250,1.0,0.0,5,5,1949
1836980160,807100.0,4,2.5,2680,4499,2.0,0.0,3,9,1999
3261020370,653000.0,3,2.5,2680,9750,1.0,0.0,4,8,1979
4330600435,284000.0,3,1.75,1560,21000,1.0,0.0,3,7,1954
1762600070,917500.0,4,2.5,3880,35003,2.0,0.0,3,10,1984
1687900520,673000.0,4,2.25,2590,8190,2.0,0.0,4,8,1980
7234600798,425000.0,3,2.5,1120,1100,2.0,0.0,3,8,2008
3881900445,399950.0,5,2.75,1970,5400,1.0,0.0,3,7,1986
5437810320,269950.0,3,1.5,1950,7560,1.0,0.0,4,7,1975
3830630310,260000.0,3,2.5,1670,5797,2.0,0.0,3,7,1988
8123100045,470000.0,4,3.0,2380,5125,1.5,0.0,4,7,1925
6661200320,163500.0,2,1.5,1050,3419,2.0,0.0,3,7,1996
11510310,835000.0,4,2.75,3130,13412,2.0,0.0,3,9,1993
825059270,1100000.0,5,3.0,4090,12850,1.0,0.0,4,10,1986
8731951370,269000.0,4,1.75,1490,10000,1.0,0.0,4,8,1969
1115810060,585188.0,3,2.25,2230,10026,1.0,0.0,3,8,1975
1432600560,166950.0,3,1.0,1190,8820,1.0,0.0,3,6,1959
2287000060,799000.0,3,2.5,2140,9897,1.0,0.0,4,8,1959
3663500060,400000.0,3,2.5,2180,7508,1.0,0.0,4,7,1962
3996900125,230000.0,3,1.0,1060,10228,1.0,0.0,3,7,1948
7796450200,256883.0,3,2.5,1690,5025,2.0,0.0,3,8,2003
7549802535,423000.0,4,2.0,1970,6480,1.5,0.0,5,7,1920
2824079053,440000.0,3,2.5,1910,66211,2.0,0.0,3,7,1997
2222059065,297000.0,3,2.5,1940,14952,2.0,0.0,3,8,1994
7551300060,470000.0,3,1.0,1010,5000,1.0,0.0,3,7,1952
100600550,226500.0,3,1.5,1300,7370,1.0,0.0,4,7,1976
3211100860,274250.0,3,1.0,910,8450,1.0,0.0,4,6,1962
9526600140,677900.0,3,2.5,2440,4587,2.0,0.0,3,8,2010
1222000055,180250.0,2,0.75,900,9600,1.0,0.0,3,6,1941
6300000550,464000.0,6,3.0,2300,3404,2.0,0.0,3,7,1920
1025049114,625504.0,3,2.25,1270,1566,2.0,0.0,3,8,2014
8677300550,592500.0,4,2.5,2240,12032,1.0,0.0,3,9,1983
4014400292,465000.0,3,2.5,2714,17936,2.0,0.0,3,9,2005
1102000196,477000.0,4,2.75,1720,6270,2.0,0.0,3,8,1978
257000138,280000.0,2,1.0,850,16400,1.0,0.0,3,6,1923
1250202145,1070000.0,2,2.25,3900,14864,1.0,0.0,3,8,1947
7611200125,467000.0,2,1.5,1320,10800,1.0,0.0,4,8,1947
5611500140,686000.0,4,2.5,2760,6440,2.0,0.0,3,10,1999
7138000260,279950.0,3,2.0,1750,9750,1.0,0.0,3,7,1961
626059335,527000.0,4,2.25,2330,19436,2.0,0.0,3,8,1987
1922059282,325000.0,3,2.25,2220,16020,1.0,0.0,4,8,1966
705700390,328000.0,3,2.25,2020,8379,2.0,0.0,3,7,1994
722059070,235000.0,3,1.0,1430,15246,1.0,0.0,4,7,1961
7202340400,516500.0,3,2.5,1480,4729,2.0,0.0,3,7,2004
2424000060,500000.0,4,2.75,2280,15347,1.0,0.0,5,7,1960
9264902050,315000.0,6,2.75,2940,7350,1.0,0.0,3,8,1978
943100260,213000.0,2,1.0,1000,10200,1.0,0.0,3,6,1961
1762600320,1030000.0,5,4.0,3760,28040,2.0,0.0,3,10,1983
4058000060,416000.0,3,2.0,2220,94300,1.0,0.0,5,7,1976
7228500560,410000.0,4,1.0,1970,4740,1.5,0.0,3,7,1904
5152100060,472000.0,6,2.5,4410,14034,1.0,0.0,4,9,1965
3584000310,225000.0,3,1.75,1430,8505,1.0,0.0,4,7,1968
8150100045,210000.0,2,1.0,830,6000,1.0,0.0,3,6,1940
1868901275,455000.0,2,1.0,1430,5000,1.5,0.0,2,7,1925
6131600075,225000.0,3,1.0,1300,8316,1.0,0.0,4,6,1954
9468200125,480000.0,2,1.0,1030,3060,1.0,0.0,4,7,1918
8029510030,363000.0,3,2.5,2740,11872,2.0,0.0,3,9,1990
7899800890,181000.0,2,1.5,720,5120,1.0,0.0,3,6,1954
3797001895,481000.0,3,1.75,1560,3000,1.0,0.0,4,6,1918
3832710960,260000.0,3,2.0,1810,7209,1.0,0.0,4,7,1978
1310430400,455000.0,4,2.5,3360,7685,2.0,0.0,3,9,2001
1422300030,415000.0,3,2.25,1510,36224,2.0,0.0,3,8,1991
1105000588,349500.0,3,1.0,1400,3538,1.0,0.0,3,7,1953
3830630060,245000.0,3,2.5,1730,7442,2.0,0.0,3,7,1987
5101404898,592500.0,2,2.0,1420,9191,1.5,0.0,5,7,1928
7972601890,385000.0,4,1.75,2360,7620,1.0,0.0,4,7,1955
5127001620,315000.0,3,1.75,1580,11455,1.0,0.0,4,7,1974
8644000060,237000.0,3,1.75,1270,8470,1.0,0.0,4,7,1960
3325069129,525000.0,3,2.25,2100,40510,2.0,0.0,3,10,1979
1400300055,425000.0,2,1.0,770,5040,1.0,0.0,3,5,1930
8078560140,290000.0,4,2.5,1700,7280,2.0,0.0,4,7,1988
3438500192,285000.0,3,1.0,1120,10701,1.0,0.0,3,7,1954
7974200510,415000.0,2,1.0,1070,4500,1.0,0.0,3,7,1937
2557000400,272500.0,3,2.5,2070,9900,1.0,0.0,3,8,1979
1745100140,210000.0,3,1.0,1700,11390,1.0,0.0,4,7,1967
4235400186,331000.0,3,1.75,1080,1306,1.0,0.0,3,7,1954
4215100060,365000.0,3,2.5,2653,4510,2.0,0.0,3,8,2006
1126049053,770000.0,4,2.75,3820,26300,2.0,0.0,3,9,2014
9412900055,405000.0,3,1.75,2390,6000,1.0,0.0,3,6,1908
6874200960,170000.0,2,1.0,860,5265,1.0,0.0,3,6,1931
7202360350,780000.0,4,2.5,3500,7048,2.0,0.0,3,9,2005
5634500392,330000.0,3,3.0,2420,13959,1.0,0.0,4,8,1988
1509500060,370000.0,4,2.5,2720,8666,2.0,0.0,3,9,1992
7214810350,467000.0,5,2.25,2500,13500,1.0,0.0,3,7,1979
9552700140,675000.0,5,2.25,2900,10300,1.0,0.0,3,8,1985
2200500350,500000.0,2,1.0,1640,14100,1.0,0.0,4,7,1954
6619910140,630000.0,4,1.75,2950,9025,1.0,0.0,4,8,1975
1115450240,360000.0,4,2.5,2160,9528,2.0,0.0,3,9,1992
6073240060,580000.0,4,3.0,3280,11060,2.0,0.0,3,8,1986
9297300045,550000.0,3,2.0,1970,4166,2.0,0.0,5,8,1929
9510920070,879000.0,4,2.5,3360,22111,2.0,0.0,3,10,1994
600000152,404000.0,3,1.5,2030,8880,1.0,0.0,3,7,1963
1840000030,267500.0,3,1.75,1590,11914,1.0,0.0,3,7,1957
3260800030,335000.0,3,2.5,2440,7632,2.0,0.0,3,8,1998
5104530560,208633.0,3,2.5,2040,3810,2.0,0.0,3,8,2006
4330600350,315000.0,3,2.25,2200,8750,1.0,0.0,4,7,1964
5016001535,725000.0,3,1.75,1920,3300,1.0,0.0,4,8,1913
7280300196,550000.0,4,2.75,1800,7750,1.0,0.0,4,8,1965
7171200445,550700.0,2,1.0,1010,5000,1.5,0.0,4,6,1908
7994700030,201000.0,5,1.75,1660,78408,1.5,0.0,3,6,1915
4139480200,1380000.0,4,3.25,4290,12103,1.0,0.0,3,11,1997
4139480200,1400000.0,4,3.25,4290,12103,1.0,0.0,3,11,1997
1328320800,305000.0,4,2.25,1950,7700,1.0,0.0,3,8,1979
7771300125,487000.0,3,2.0,2590,14052,1.0,0.0,5,8,1948
3422059208,390000.0,3,2.5,1930,64904,1.0,0.0,4,8,1988
4337000335,268750.0,4,1.0,800,8775,1.0,0.0,3,6,1943
325059286,819900.0,5,2.75,3150,7119,2.0,0.0,3,9,2013
2597650240,520000.0,3,2.25,2030,16200,2.0,0.0,3,8,1984
3353400435,230000.0,3,2.0,1450,11204,1.0,0.0,3,7,2003
7972000240,240000.0,3,1.75,1510,10248,1.0,0.0,3,7,1969
7520000520,240500.0,2,1.0,1240,12092,1.0,0.0,3,6,1922
3530210260,274975.0,3,2.5,3030,45004,2.0,0.0,3,9,1987
1665400045,186375.0,3,1.0,1000,7636,1.0,0.0,2,7,1952
9542850320,790000.0,3,2.25,2370,10289,1.0,0.0,4,9,1977
2946001550,279000.0,6,1.75,2240,11180,2.0,0.0,4,7,1955
8078490390,295000.0,3,2.0,1810,10530,1.0,0.0,3,8,1991
9550201550,640000.0,2,1.0,1070,5000,1.0,0.0,3,7,1924
5009600070,260000.0,4,2.5,1960,5238,2.0,0.0,3,7,2003
2877103726,791500.0,4,2.0,1510,3500,1.5,0.0,5,7,1911
4268200055,245000.0,3,1.75,1740,11547,1.0,0.0,3,7,1954
3126069068,485000.0,4,1.75,2560,43995,2.0,0.0,4,7,1962
6414100671,425000.0,3,1.75,2500,6840,1.0,0.0,3,8,1957
7004200060,309600.0,4,1.75,1275,20000,1.0,0.0,4,6,1991
3969300030,165000.0,4,1.0,1000,7134,1.0,0.0,3,6,1943
4048400070,320000.0,2,1.0,1070,32633,1.0,0.0,4,6,1930
808000070,206600.0,3,2.0,1390,13464,1.0,0.0,4,7,1987
7374200030,387000.0,4,1.75,2500,7690,1.0,0.0,3,7,1973
2757000030,855000.0,4,2.75,2270,10460,2.0,0.0,3,9,1965
616000140,315000.0,3,1.0,1900,14400,1.0,0.0,4,7,1954
9262800171,252000.0,4,1.5,1550,19800,1.0,0.0,4,7,1969
6607000126,375000.0,4,1.75,2200,7475,1.0,0.0,5,7,1955
5416510830,300000.0,4,2.5,1910,4862,2.0,0.0,3,7,2005
325059171,900000.0,3,1.0,1330,77972,1.0,0.0,3,7,1928
3211290370,463000.0,3,2.5,1640,29970,2.0,0.0,3,7,1992
1072010350,380000.0,5,2.5,2760,11340,2.0,0.0,4,9,1978
8856950070,329500.0,4,2.5,1820,7912,2.0,0.0,3,7,1994
7855801090,795000.0,5,2.5,3040,9570,1.0,0.0,4,8,1966
6116500075,673000.0,4,2.5,2990,10400,2.0,0.0,3,9,2002
424069250,785000.0,4,2.75,2440,69415,1.0,0.0,4,8,1989
3291800710,338000.0,4,3.0,2090,7500,1.0,0.0,3,7,1986
6838700060,280000.0,3,2.25,1430,7222,2.0,0.0,3,7,1993
2231500030,530000.0,4,2.25,2180,10754,1.0,0.0,5,7,1954
7683900200,380000.0,5,3.0,3450,9914,2.0,0.0,3,9,2004
8155830060,297000.0,3,2.25,1450,7562,2.0,0.0,3,7,1994
98020310,730000.0,4,2.5,3230,7331,2.0,0.0,3,10,2004
1545804860,275000.0,3,3.0,1590,7750,1.0,0.0,3,7,1997
7132300695,435000.0,3,1.5,1300,3348,1.5,0.0,3,7,1904
624111000,950000.0,3,3.0,4040,14338,2.0,0.0,3,10,1986
8563040160,560000.0,4,2.25,2550,7800,1.0,0.0,3,8,1968
8651600160,799000.0,4,2.25,2510,11585,2.0,0.0,4,8,1969
9517200030,365500.0,3,2.0,1410,9600,1.0,0.0,4,7,1983
2460700700,252350.0,3,2.0,1650,7352,1.0,0.0,3,7,1979
1223039290,403950.0,4,2.5,2120,13780,2.0,0.0,3,8,1993
7972600860,345000.0,4,1.0,1550,7620,1.5,0.0,3,7,1957
8857320070,490000.0,3,2.75,1980,3128,2.0,0.0,4,9,1979
4047200695,330000.0,3,2.5,1600,26977,2.0,0.0,3,8,2005
1653500070,927000.0,4,2.75,3300,12090,2.0,0.0,3,8,1953
3649100320,330000.0,2,1.0,1220,10000,1.0,0.0,5,7,1950
7375300160,530000.0,5,2.25,2720,8800,1.0,0.0,4,7,1958
1604601375,378750.0,3,2.5,2160,3000,1.5,0.0,3,7,1909
2473251090,269900.0,4,1.75,1530,8750,1.5,0.0,4,7,1968
9126100861,557000.0,3,3.5,1710,2096,2.0,0.0,3,8,2008
3420069065,360000.0,4,1.75,3730,16980,1.0,0.0,4,7,1974
6021501685,352000.0,2,1.0,940,5000,1.0,0.0,4,7,1937
8856950240,322500.0,4,2.5,1820,6753,2.0,0.0,3,7,1994
7821200390,450000.0,3,2.0,1290,1213,3.0,0.0,3,8,2001
8078520310,278500.0,3,2.0,1570,5250,1.0,0.0,3,7,1998
1565950030,364950.0,4,2.5,1930,6957,2.0,0.0,3,8,1995
1560930070,840000.0,4,3.5,2840,40139,1.0,0.0,4,10,1986
6700400140,268000.0,3,2.5,1550,8134,2.0,0.0,3,7,1991
1525200060,577500.0,3,2.5,2000,7251,2.0,0.0,3,9,1995
1678400105,339000.0,4,1.5,2390,7480,1.5,0.0,3,7,1920
3426059070,570000.0,3,1.75,2910,37461,1.0,0.0,4,7,1967
2697100140,423000.0,4,2.25,2200,9351,1.0,0.0,5,7,1962
625049299,482000.0,2,1.0,950,3960,1.0,0.0,3,7,1941
6073200075,625000.0,3,1.75,1600,9135,1.0,0.0,5,7,1955
6388900710,538000.0,3,2.5,2250,11632,2.0,0.0,3,8,1988
1442860160,380000.0,3,2.5,2280,10255,2.0,0.0,4,8,1985
7942600310,375000.0,2,1.0,940,5120,1.0,0.0,3,7,1909
1545808560,245000.0,3,2.5,1530,8500,1.0,0.0,5,7,1996
3754700160,397000.0,4,2.0,1440,7680,1.0,0.0,3,7,1971
305500140,365000.0,3,2.5,2200,4052,2.0,0.0,3,8,2005
5468750060,328500.0,4,3.0,2290,8250,2.0,0.0,3,9,1990
2944010240,988000.0,4,3.0,4040,19700,2.0,0.0,3,11,1987
3454000060,1000000.0,4,2.5,2610,3277,1.5,0.0,5,8,1922
8564950390,525000.0,4,2.5,2450,5280,2.0,0.0,3,8,2003
2268400350,749000.0,4,2.5,1710,9627,1.0,0.0,3,9,1976
284000223,578000.0,3,1.75,2120,10875,1.0,0.0,3,8,1977
3353401710,227950.0,3,1.5,1670,8230,1.0,0.0,5,7,1954
8159610030,196000.0,3,2.25,2070,11576,2.0,0.0,3,7,1974
3179100435,641000.0,2,1.0,1420,5332,1.0,0.0,3,8,1953
8857600960,205000.0,3,1.0,940,7980,1.0,0.0,4,7,1960
1774000200,400000.0,3,1.75,1920,9102,1.0,0.0,3,7,1968
2024069128,1030000.0,3,2.5,3545,9816,1.0,0.0,3,10,2005
1049010390,505000.0,3,2.0,1260,5460,1.0,0.0,3,7,1972
7905370390,475000.0,5,2.5,2340,7200,1.0,0.0,3,7,1975
4140090240,520000.0,3,2.25,2590,9263,1.0,0.0,5,8,1977
3775300030,333500.0,3,1.75,1220,9732,1.0,0.0,3,7,1965
1324059104,691100.0,3,2.75,2360,16117,1.0,0.0,4,8,1983
2287000030,811000.0,3,1.75,1870,9897,1.0,0.0,4,8,1960
7702010030,551000.0,3,2.5,2830,5802,2.0,0.0,3,9,2001
1529200340,496500.0,3,2.5,2260,3640,2.0,0.0,3,8,1994
1796360350,255000.0,3,1.75,1240,8659,1.0,0.0,5,7,1986
8944290160,230000.0,3,2.0,1510,3413,2.0,0.0,3,7,1985
2419600075,465000.0,3,1.75,1480,6360,1.0,0.0,3,7,1954
2621760350,325000.0,4,2.5,1850,7324,2.0,0.0,3,8,1997
4123840310,342500.0,3,2.5,1810,5192,2.0,0.0,3,8,1993
2172000075,290900.0,2,2.0,1610,17600,2.0,0.0,3,6,1930
8651611170,868700.0,3,4.25,3840,6161,2.0,0.0,3,10,2000
8651610890,1150000.0,4,3.25,4190,10259,2.0,0.0,3,11,2000
1853080570,859900.0,4,2.75,3390,6298,2.0,0.0,3,9,2011
3629920030,520000.0,4,2.25,1890,3006,2.0,0.0,3,7,2003
6844700810,438924.0,3,1.5,1050,4590,1.0,0.0,3,7,1949
6665800030,590000.0,4,2.75,2910,10650,1.0,0.0,3,8,1975
2205700350,378500.0,4,1.75,1700,8640,1.0,0.0,3,7,1955
5466000030,328500.0,3,2.5,1950,8130,2.0,0.0,4,9,1990
6189200125,849950.0,3,3.0,2990,9773,2.0,0.0,4,8,1973
9169600135,525000.0,3,1.5,1350,6000,1.0,0.0,3,7,1950
8691370400,699900.0,4,2.75,2810,7302,2.0,0.0,3,9,2002
5423010350,1280000.0,5,2.5,3400,9500,2.0,0.0,4,8,1977
8562501040,452000.0,4,1.5,1580,7350,1.0,0.0,4,7,1963
2475200140,370000.0,3,2.0,1680,5036,1.0,0.0,4,7,1987
7942100310,232000.0,3,1.75,1300,11230,1.0,0.0,5,7,1968
1727500340,397500.0,3,2.0,1510,6710,1.0,0.0,3,7,1972
9828702519,490000.0,2,2.5,1230,1391,2.0,0.0,3,8,2004
4432600075,725000.0,4,2.0,2110,4140,2.0,0.0,3,9,1925
7806300030,299000.0,3,2.75,3080,19635,1.0,0.0,4,7,1958
9274202270,625000.0,2,1.5,1490,5750,1.5,0.0,4,7,1900
7852030960,437500.0,3,2.5,2120,4500,2.0,0.0,3,7,2000
7518503335,475000.0,2,1.0,1490,3825,1.0,0.0,3,7,1929
5467900070,342000.0,3,2.0,1930,11947,1.0,0.0,4,8,1966
8906200070,280000.0,3,1.5,1670,11610,1.0,0.0,4,7,1963
2769600560,529000.0,3,1.0,1210,3328,1.5,0.0,4,7,1924
9238901420,442000.0,3,1.0,1190,5100,1.0,0.0,4,7,1941
3885805665,1490000.0,4,3.75,4030,10800,2.0,0.0,3,10,2006
8121200810,585000.0,4,1.75,2430,7559,1.0,0.0,4,8,1981
5126310400,480000.0,4,2.5,2600,7787,2.0,0.0,3,8,2005
7322910030,1100000.0,5,3.5,4410,57063,2.0,0.0,4,9,1990
2827100070,290000.0,4,1.0,1330,8184,1.5,0.0,3,7,1949
9276201895,615000.0,3,1.75,1900,5000,1.0,0.0,5,7,1951
4402700070,300000.0,2,1.0,1100,7680,1.0,0.0,4,7,1950
1922059046,308000.0,3,1.0,1980,39150,1.5,0.0,3,6,1932
925059288,750000.0,3,2.5,2400,7745,2.0,0.0,3,9,2001
1432400335,288000.0,3,1.0,1190,7560,1.0,0.0,5,6,1958
1180003090,190000.0,2,1.0,630,6000,1.0,0.0,3,6,1943
726049331,515000.0,5,3.0,2530,5105,1.0,0.0,3,8,2005
3340401555,235000.0,4,1.5,1690,11054,1.0,0.0,4,5,1930
7453000070,275000.0,2,1.0,940,5000,1.0,0.0,3,6,1951
7202331420,650000.0,4,2.5,3040,6587,2.0,0.0,3,7,2003
339500160,662000.0,3,1.75,2500,36947,1.0,0.0,3,9,1984
1545807610,270500.0,3,2.5,1780,7848,1.0,0.0,3,7,1978
1843200240,200000.0,2,1.5,1360,1898,2.0,0.0,3,7,1978
1521069070,204000.0,3,1.0,1040,7405,1.0,0.0,4,6,1971
2459500310,358000.0,3,2.25,1610,6655,2.0,0.0,4,7,1985
6204420070,452000.0,4,1.75,1570,8268,1.0,0.0,3,7,1979
5694500105,595000.0,2,2.0,1510,4000,1.0,0.0,4,7,1900
9485740340,346900.0,4,2.5,1970,5106,2.0,0.0,3,8,1999
2270000070,280000.0,4,2.5,1560,4350,2.0,0.0,3,7,2003
1310900260,318888.0,4,1.75,2320,12000,1.0,0.0,4,8,1973
224069094,530000.0,3,2.25,2120,40518,1.0,0.0,3,8,1967
4139400710,782000.0,4,2.5,2380,9614,2.0,0.0,4,10,1991
7899800860,259950.0,2,2.0,1070,649,2.0,0.0,3,9,2008
